,search_term,title,link,dates,categories,linked_docs
142,rail_network,Commission Regulation (EU) No 454/2011 of 5 May 2011 on the technical specification for interoperability relating to the subsystem ‘telematics applications for passenger services’ of the trans-European rail system Text with EEA relevance,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32011R0454,"Date of document:
05/05/2011
Date of effect:
13/05/2011; Entry into force Date pub. +1 See Art 8
Date of end of validity:
No end date","EUROVOC descriptor:
rail network
technical specification
telematics
trans-European network
traveller
Subject matter:
Trans-European networks
Transport
Directory code:
13.60.00.00 Industrial policy and internal market / Trans-European networks","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32008L0057 - A06P1
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amended by:
Relation
All
Amended by
Replaced by
Act
All
32012R0665
32013R1273
32015R0302
32016R0527
32019R0775
Comment Subdivision concerned
Replaced by 32012R0665 annex III
Amended by 32013R1273 Replacement annex IV PT C.1
Amended by 32013R1273 Replacement article 7
Amended by 32013R1273 Replacement article 4
Amended by 32013R1273 Replacement article 6
Amended by 32013R1273 Replacement annex III
Amended by 32013R1273 Addition annex VI
Amended by 32013R1273 Addition annex V
Amended by 32013R1273 Amendment annex I
Amended by 32013R1273 Replacement article 5
Amended by 32015R0302 Replacement annex III
Amended by 32016R0527 Replacement annex III
Amended by 32019R0775 Replacement annex section 7.5
Amended by 32019R0775 Replacement annex III
All consolidated versions:
16/06/2019
25/04/2016
18/03/2015
08/12/2013
22/07/2012
Instruments cited:
32001L0016
32004R0881
32007R1371
32008D0164
Link
Display the Official Journal containing the document"
143,rail_network,2011/217/EU: Commission Recommendation of 29 March 2011 on the authorisation for the placing in service of structural subsystems and vehicles under Directive 2008/57/EC of the European Parliament and of the Council Text with EEA relevance,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32011H0217,"Date of document:
29/03/2011
Date of effect:
29/03/2011; Entry into force Date of document
Date of end of validity:
Not known; Repealed by 32014H0897","EUROVOC descriptor:
transport infrastructure
rail network
technical regulations
harmonisation of standards
transport safety
rail transport
vehicle on rails
transport company
Subject matter:
Transport
Internal market - Principles
Directory code:
07.20.30.00 Transport policy / Inland transport / Market operation
07.20.40.10 Transport policy / Inland transport / Structural harmonisation / Technical and safety conditions","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32008L0057 - A30P1
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amended by:
Relation
All
Repealed by
Act
All
32014H0897
Comment Subdivision concerned
Repealed by 32014H0897
Instruments cited:
31998L0034
32004L0049
32009R0352
Link
Display the Official Journal containing the document"
144,rail_network,2011/155/EU: Commission Decision of 9 March 2011 on the publication and management of the reference document referred to in Article 27(4) of Directive 2008/57/EC of the European Parliament and of the Council on the interoperability of the rail system within the Community (notified under document C(2011) 1536) Text with EEA relevance,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32011D0155,"Date of document:
09/03/2011
Date of effect:
10/03/2011; Takes effect Date notif.
Date of effect:
01/04/2011; Application See Art 7
Date of notification:
10/03/2011
Date of end of validity:
No end date","EUROVOC descriptor:
high-speed transport
rail network
technical regulations
technical specification
harmonisation of standards
rail transport
document
trans-European network
Subject matter:
Transport
Internal market - Principles
Directory code:
07.20.30.00 Transport policy / Inland transport / Market operation","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32008L0057 - A27P4
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Instruments cited:
32004L0049
32008L0110
32009D0965
Link
Display the Official Journal containing the document"
145,rail_network,Commission Regulation (EU) No 201/2011 of 1 March 2011 on the model of declaration of conformity to an authorised type of railway vehicle Text with EEA relevance,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32011R0201,"Date of document:
01/03/2011
Date of effect:
03/03/2011; Entry into force Date pub. +1 See Art 2
Date of effect:
02/06/2011; Application See Art 2
Date of end of validity:
15/06/2019; Partial end of validity See 32019R0250 Art. 11
Date of end of validity:
15/06/2020; Partial end of validity See 32019R0250 Art. 11 And 32020R0779
Date of end of validity:
30/10/2020; Repealed by 32019R0250 And 32020R0779","EUROVOC descriptor:
rail network
vehicle on rails
EC conformity marking
trans-European network
Subject matter:
Internal market - Principles
Transport
Directory code:
07.20.30.00 Transport policy / Inland transport / Market operation","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32008L0057 - A26P4
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amended by:
Relation
All
Repealed by
Act
All
32019R0250
Comment Subdivision concerned
Repealed by 32019R0250 Partial repeal
Repealed by 32019R0250
Repealed by 32019R0250 Partial repeal
Link
Display the Official Journal containing the document"
146,rail_network,"Commission Directive 2011/18/EU of 1 March 2011 amending Annexes II, V and VI to Directive 2008/57/EC of the European Parliament and of the Council on the interoperability of the rail system within the Community Text with EEA relevance",https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32011L0018,"Date of document:
01/03/2011
Date of effect:
22/03/2011; Entry into force Date pub. +20 See Art 3
Date of transposition:
31/12/2011; At the latest See Art 2
Date of end of validity:
30/10/2020; Repealed by 32016L0797","EUROVOC descriptor:
rail network
technical regulations
vehicle on rails
trans-European network
vehicle parts
Subject matter:
Transport
Internal market - Principles
Directory code:
07.20.40.10 Transport policy / Inland transport / Structural harmonisation / Technical and safety conditions","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32008L0057 - A30P3
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amendment to:
Relation
All
Amendment
Act
All
32008L0057
Comment Subdivision concerned
Amendment 32008L0057 Replacement annex II
Amendment 32008L0057 Replacement annex V
Amendment 32008L0057 Replacement annex VI
Amended by:
Relation
All
Repealed by
Act
All
32016L0797
Comment Subdivision concerned
Repealed by 32016L0797
Affected by case:
article 02 establishment of failure to fulfil an obligation requested by 62012CN0500
article 02 establishment of failure to fulfil an obligation requested by 62013CN0188
Link
Display the Official Journal containing the document"
147,rail_network,Special Report No 8/2010 ‘Improving transport performance on trans-European rail axes: Have EU rail infrastructure investments been effective?’,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52010SA0008,"Date of document:
03/12/2010","EUROVOC descriptor:
transport infrastructure
common transport policy
action programme
rail network
rail transport
intra-EU transport
Subject matter:
Transport
Directory code:
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
12010E287 - P4L2
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Instruments cited:
31991L0440
31994R1164
31996D1692
31999R1260
31999R1264
32004D0884
32006D0679
32006R1083
32006R1084
32007D0060
32007L0059
32007R0680
32008L0057
32009D0561
32010R0539
52005SA0006
52008PC0852
52009DC0044
52009DC0279
52009DC0676"
148,rail_network,Interpretative communication from the Commission on certain provisions of Directive 2007/58/EC,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010Y1228(01),"Date of document:
28/12/2010; Date of publication","EUROVOC descriptor:
interpretation of the law
transport licence
approximation of laws
rail network
charges for use of infrastructure
rail transport
intra-EU transport
transport capacity
Subject matter:
Approximation of laws
Transport
Directory code:
07.20.40.00 Transport policy / Inland transport / Structural harmonisation","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32007L0058
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Link
Display the Official Journal containing the document"
149,rail_network,"2010/713/EU: Commission Decision of 9 November 2010 on modules for the procedures for assessment of conformity, suitability for use and EC verification to be used in the technical specifications for interoperability adopted under Directive 2008/57/EC of the European Parliament and of the Council (notified under document C(2010) 7582) Text with EEA relevance",https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010D0713,"Date of document:
09/11/2010
Date of effect:
04/12/2010; Takes effect Date notif.
Date of effect:
01/01/2011; Application See Art 8
Date of notification:
04/12/2010; The act was notified but the date of notification is not available on EUR-Lex – the date of publication is used instead
Date of end of validity:
No end date","EUROVOC descriptor:
rail network
technical regulations
technical specification
harmonisation of standards
transport safety
rail transport
trans-European network
technology assessment
Subject matter:
Transport
Trans-European networks
Directory code:
13.60.00.00 Industrial policy and internal market / Trans-European networks","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32008L0057 - A05P3PTE) 32008L0057 - A06P1
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Instruments cited:
31993D0465
32006D0066
32006D0679
32006D0861
32008D0163
32008D0164
32008D0217
32008D0232
32008D0284
32008D0768
32008D0860
Link
Display the Official Journal containing the document"
150,rail_network,Decision of the EEA Joint Committee No 88/2010 of 2 July 2010 amending Annex XIII (Transport) to the EEA Agreement,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22010D0088,"Date of document:
02/07/2010
Date of effect:
03/07/2010; Entry into force See Art 3
Date of signature:
02/07/2010; Brussels
Date of end of validity:
No end date","EUROVOC descriptor:
high-speed transport
rail network
technical regulations
technical specification
harmonisation of standards
rail transport
trans-European network
Subject matter:
Transport
European Free Trade Association (EFTA)
Directory code:
11.40.10.10 External relations / Bilateral agreements with non-member countries / European countries / Member countries of the European Free Trade Association (EFTA)","Treaty:
Agreement on the European Economic Area
Legal basis:
21994A0103(01) - A98
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amendment to:
Relation
All
Amendment
Act
All
21994A0103(63)
Comment Subdivision concerned
Amendment 21994A0103(63) Addition P. 37 DB
Instruments cited:
22010D0076
32008L0057
Link
Display the Official Journal containing the document"
151,rail_network,"Accession of the European Community to the Convention concerning International Carriage by Rail (COTIF) * European Parliament legislative resolution of 24 November 2009 on the proposal for a Council decision on the conclusion by the European Community of the Agreement on the Accession of the European Community to the Convention concerning International Carriage by Rail (COTIF) of 9 May 1980 , as amended by the Vilnius Protocol of 3 June 1999 (COM(2009)0441 – C7-0164/2009 – 2009/0121(CNS))",https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AP0080,"Date of document:
24/11/2009; Date of vote","EUROVOC descriptor:
common transport policy
rail network
international convention
rail transport
international transport
accession to an agreement
Subject matter:
External relations
Transport","Legal basis:
12006E071
12006E300 - P2 12006E300 - P3
32005Q0215(01) - A55 32005Q0215(01) - A90P8
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Link
Display the Official Journal containing the document
Related document(s):
52009PC0441 Relation"
152,rail_network,"OPINION OF THE COMMISSION pursuant to Article 294(7)(c) of the Treaty on the Functioning of the European Union, on the European Parliament amendment to the Council position regarding the proposal for a REGULATION OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL concerning a European rail network for competitive freight",https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52010PC0457,"Date of document:
30/08/2010","EUROVOC descriptor:
transport infrastructure
common transport policy
transport market
rail network
carriage of goods
Subject matter:
Transport
Internal market - Principles
Directory code:
07.10.00.00 Transport policy / Transport infrastructure
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
12010E293 - P2
12010E294 - P7POC
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Earlier related instruments:
52009AE1199
52009AP0285
52009AR0102
52010IP0184
Related document(s):
52009AG0002 Relation"
153,rail_network,"European rail network for competitive freight ***I European Parliament legislative resolution of 23 April 2009 on the proposal for a regulation of the European Parliament and of the Council concerning a European rail network for competitive freight (COM(2008)0852 – C6-0509/2008 – 2008/0247(COD))
P6_TC1-COD(2008)0247 Position of the European Parliament adopted at first reading on 23 April 2009 with a view to the adoption of Regulation (EC) No …/2009 of the European Parliament and of the Council concerning a European rail network for competitive freight
ANNEX",https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AP0285,"Date of document:
23/04/2010; Date of vote","EUROVOC descriptor:
transport infrastructure
common transport policy
transport market
rail network
carriage of goods","Legal basis:
12006E071 - PA1
12006E251 - PA2
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Earlier related instruments:
52008PC0852
Subsequent related instruments:
EP Opinion 52010PC0457
Instruments cited:
31991L0440
31996D1692
31999D0468
32001L0014
32008L0057
Link
Display the Official Journal containing the document"
154,rail_network,Decision of the EEA Joint Committee No 31/2010 of 12 March 2010 amending Annex XIII (Transport) to the EEA Agreement,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22010D0031,"Date of document:
12/03/2010
Date of effect:
13/03/2010; Entry into force See Art 3
Date of signature:
12/03/2010; Brussels
Date of end of validity:
No end date","EUROVOC descriptor:
marketing
rail network
technical regulations
rail transport
vehicle on rails
trans-European network
European Union Agency for Railways
Subject matter:
Transport
European Free Trade Association (EFTA)
Directory code:
11.40.10.10 External relations / Bilateral agreements with non-member countries / European countries / Member countries of the European Free Trade Association (EFTA)","Treaty:
Agreement on the European Economic Area
Legal basis:
21994A0103(01) - A98
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amendment to:
Relation
All
Amendment
Act
All
21994A0103(63)
Comment Subdivision concerned
Amendment 21994A0103(63) Completion PT 42F
Instruments cited:
22010D0013
32008R1335
Link
Display the Official Journal containing the document"
155,rail_network,Decision of the EEA Joint Committee No 30/2010 of 12 March 2010 amending Annex XIII (Transport) to the EEA Agreement,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22010D0030,"Date of document:
12/03/2010
Date of effect:
13/03/2010; Entry into force See Art 3
Date of signature:
12/03/2010; Brussels
Date of end of validity:
No end date","EUROVOC descriptor:
transport infrastructure
rail network
transport safety
environmental risk prevention
rail transport
transport company
Subject matter:
European Free Trade Association (EFTA)
Transport
Directory code:
11.40.10.10 External relations / Bilateral agreements with non-member countries / European countries / Member countries of the European Free Trade Association (EFTA)","Treaty:
Agreement on the European Economic Area
Legal basis:
21994A0103(01) - A98
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amendment to:
Relation
All
Amendment
Act
All
21994A0103(63)
Comment Subdivision concerned
Amendment 21994A0103(63) Addition PT 42EC
Instruments cited:
22010D0013
32009R0352
Link
Display the Official Journal containing the document"
156,rail_network,Decision of the EEA Joint Committee No 29/2010 of 12 March 2010 amending Annex XIII (Transport) to the EEA Agreement,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22010D0029,"Date of document:
12/03/2010
Date of effect:
13/03/2010; Entry into force See Art 3
Date of signature:
12/03/2010; Brussels
Date of end of validity:
No end date","EUROVOC descriptor:
rail network
technical regulations
transport safety
rail transport
Community certification
trans-European network
Subject matter:
European Free Trade Association (EFTA)
Transport
Directory code:
11.40.10.10 External relations / Bilateral agreements with non-member countries / European countries / Member countries of the European Free Trade Association (EFTA)","Treaty:
Agreement on the European Economic Area
Legal basis:
21994A0103(01) - A98
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amendment to:
Relation
All
Amendment
Act
All
21994A0103(63)
Comment Subdivision concerned
Amendment 21994A0103(63) Completion PT 42E
Instruments cited:
22010D0013
32008L0110
Link
Display the Official Journal containing the document"
157,rail_network,Position (EU) No 2/2010 of the Council at first reading with a view to the adoption of a Regulation of the European Parliament and of the Council concerning a European rail network for competitive freight Adopted by the Council on 22 February 2010 Text with EEA relevance,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52010AG0002,"Date of document:
22/02/2010
Date of end of validity:
Not known; Linked to 52008PC0852","EUROVOC descriptor:
freight rate
management
transport infrastructure
organisation of transport
rail network
competitiveness
carriage of goods
trans-European network
Subject matter:
Transport
Internal market - Principles
Directory code:
07.10.00.00 Transport policy / Transport infrastructure
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
12010E019
12010E294
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Earlier related instruments:
52008PC0852
Link
Display the Official Journal containing the document"
158,rail_network,2010/245/: Commission Decision of 28 April 2010 granting France a partial derogation from Decision 2006/66/EC concerning the technical specification for interoperability relating to the subsystem rolling stock — noise of the trans-European conventional rail system and from Decision 2006/861/EC concerning the technical specification of interoperability relating to the subsystem rolling stock — freight wagons of the trans-European conventional rail system (notified under document C(2010) 2588),https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010D0245,"Date of document:
28/04/2010
Date of effect:
29/04/2010; Takes effect Date notif.
Date of notification:
29/04/2010; The act was notified but the date of notification is not available on EUR-Lex – the date of publication is used instead
Date of end of validity:
No end date","EUROVOC descriptor:
France
rail network
technical specification
harmonisation of standards
vehicle
noise
technical standard
derogation from EU law
trans-European network
Subject matter:
Trans-European networks
Transport
Directory code:
13.60.00.00 Industrial policy and internal market / Trans-European networks","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32008L0057 - A09
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amendment to:
Relation
All
Derogation
Act
All
32006D0066
32006D0861
Comment Subdivision concerned
Derogation 32006D0066 partial derogation
Derogation 32006D0861 partial derogation
Amended by:
Relation
All
Amended by
Act
All
32011D0229
Comment Subdivision concerned
Amended by 32011D0229 Partial repeal
Instruments cited:
32004R0881
Link
Display the Official Journal containing the document"
159,rail_network,2010/234/: Commission Decision of 26 April 2010 granting Luxembourg a partial derogation from Decision 2006/66/EC concerning the technical specification for interoperability relating to the subsystem rolling stock — noise of the trans-European conventional rail system and from Decision 2006/861/EC concerning the technical specification of interoperability relating to the subsystem rolling stock — freight wagons of the trans-European conventional rail system (notified under document C(2010) 2546),https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010D0234,"Date of document:
26/04/2010
Date of effect:
27/04/2010; Takes effect Date notif.
Date of notification:
27/04/2010; The act was notified but the date of notification is not available on EUR-Lex – the date of publication is used instead
Date of end of validity:
No end date","EUROVOC descriptor:
Luxembourg
rail network
technical specification
harmonisation of standards
vehicle
noise
technical standard
derogation from EU law
trans-European network
Subject matter:
Environment
Approximation of laws
Safety at work and elsewhere
Directory code:
13.30.13.00 Industrial policy and internal market / Internal market: approximation of laws / Electrical material
15.10.30.30 Environment, consumers and health protection / Environment / Space, environment and natural resources / Waste management and clean technology","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
32008L0057 - A09
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amendment to:
Relation
All
Derogation
Act
All
32006D0066
32006D0861
Comment Subdivision concerned
Derogation 32006D0066 partial derogation
Derogation 32006D0861 partial derogation
Amended by:
Relation
All
Amended by
Act
All
32011D0229
Comment Subdivision concerned
Amended by 32011D0229 Partial repeal
Instruments cited:
32004R0881
Link
Display the Official Journal containing the document"
160,rail_network,Decision of the EEA Joint Committee No 11/2010 of 29 January 2010 amending Annex XIII (Transport) to the EEA Agreement,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22010D0011,"Date of document:
29/01/2010
Date of effect:
30/01/2010; Entry into force See Art 3
Date of signature:
29/01/2010; Brussels
Date of end of validity:
No end date","EUROVOC descriptor:
high-speed transport
rail network
technical regulations
technical specification
harmonisation of standards
rail transport
trans-European network
Subject matter:
Transport
European Free Trade Association (EFTA)
Directory code:
11.40.10.10 External relations / Bilateral agreements with non-member countries / European countries / Member countries of the European Free Trade Association (EFTA)","Treaty:
Agreement on the European Economic Area
Legal basis:
21994A0103(01) - A98
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Instruments cited:
22009D0145
31996L0048
32001L0016
32008L0057
Link
Display the Official Journal containing the document"
161,rail_network,Decision of the EEA Joint Committee No 12/2010 of 29 January 2010 amending Annex XIII (Transport) to the EEA Agreement,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22010D0012,"Date of document:
29/01/2010
Date of effect:
30/01/2010; Entry into force See Art 3
Date of signature:
29/01/2010; Brussels
Date of end of validity:
No end date","EUROVOC descriptor:
financing
transport infrastructure
European defence policy
rail network
European security
technical regulations
harmonisation of standards
transport safety
trans-European network
European Union Agency for Railways
Subject matter:
European Free Trade Association (EFTA)
Transport
Directory code:
11.40.10.10 External relations / Bilateral agreements with non-member countries / European countries / Member countries of the European Free Trade Association (EFTA)","Treaty:
Agreement on the European Economic Area
Legal basis:
21994A0103(01) - A98
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amendment to:
Relation
All
Amendment
Act
All
21994A0103(63)
Comment Subdivision concerned
Amendment 21994A0103(63) Completion PT 37I
Amendment 21994A0103(63) Addition PT 42EB
Instruments cited:
22009D0145
32009D0460
32009D0561
Link
Display the Official Journal containing the document"
162,rail_network,Opinion of the Committee of the Regions on Competitive rail freight transport,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AR0102,"Date of document:
07/10/2009; Date of vote
Date lodged:
19/01/2009
Date of debate:
07/10/2009;
Date of end of validity:
Not known; Linked to 52008PC0852","EUROVOC descriptor:
freight rate
transport infrastructure
common transport policy
rail network
harmonisation of standards
competitiveness
carriage of goods
Subject matter:
Transport
Internal market - Principles
Directory code:
07.10.00.00 Transport policy / Transport infrastructure
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty establishing the European Community
Legal basis:
12006E080
12006E265 - L1 CONS
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Earlier related instruments:
52008PC0852
Subsequent related instruments:
COR Opinion 52010PC0457
Link
Display the Official Journal containing the document"
163,rail_network,Communication from the European Commission to the European Parliament pursuant to Article 294(6) of the Treaty on the Functioning of the European Union concerning the position of the Council at first reading with a view to the adoption of a Regulation of the European Parliament and of the Council concerning a European rail network for competitive freight,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52010PC0068,"Date of document:
24/02/2010
Date of dispatch:
24/02/2010; Forwarded to the Council
Date of end of validity:
No end date","EUROVOC descriptor:
freight rate
management
transport infrastructure
organisation of transport
rail network
competitiveness
carriage of goods
trans-European network
Subject matter:
Transport
Internal market - Principles
Directory code:
07.10.00.00 Transport policy / Transport infrastructure
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty on the Functioning of the European Union
Legal basis:
12008E294 - P6
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document"
164,rail_network,"Safety on the Community's railways ***II European Parliament legislative resolution of 9 July 2008 on the Council common position for adopting a directive of the European Parliament and of the Council amending Directive 2004/49/EC on safety on the Community's railways (Railway Safety Directive) (16133/3/2007 — C6-0129/2008 — 2006/0272(COD))
P6_TC2-COD(2006)0272 Position of the European parliament adopted at second reading on 9 July 2008 with a view to the adoption of Directive 2008/…/EC of the European Parliament and of the Council amending Directive 2004/49/EC on safety on the Community's railways (Railway Safety Directive)",https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52008AP0340,"Date of document:
09/07/2008; Date of vote
Date of vote:
09/07/2008","EUROVOC descriptor:
rail network
technical regulations
European standard
transport safety
rail transport
drafting of EU law
codecision procedure
trans-European network
resolution of parliament
European Union Agency for Railways
Subject matter:
Transport
Approximation of laws","Legal basis:
12006E251 - P2
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Earlier related instruments:
52008AG0012
Instruments cited:
32004L0049
32005Q0215(01)-A62
32008L0110
52006PC0784
Link
Display the Official Journal containing the document
Related document(s):
52007AP0557 Relation"
165,rail_network,Opinion of the European Economic and Social Committee on the Proposal for a Regulation of the European Parliament and of the Council concerning a European rail network for competitive freight COM(2008) 852 final — 2008/0247 (COD),https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:52009AE1199,"Date of document:
15/07/2009; Date of vote
Date of vote:
15/07/2009
Date lodged:
19/01/2009
Date of dispatch:
28/07/2009; Forwarded to the Commission
Date of dispatch:
28/07/2009; Forwarded to the Council
Date of debate:
15/07/2009;
Date of end of validity:
Not known; Linked to 52008PC0852","EUROVOC descriptor:
transport infrastructure
common transport policy
transport market
rail network
carriage of goods
ESC opinion
Subject matter:
Internal market - Principles
Transport
Directory code:
07.10.00.00 Transport policy / Transport infrastructure
07.20.00.00 Transport policy / Inland transport","Treaty:
Treaty establishing the European Community
Legal basis:
12006E095
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Earlier related instruments:
52008PC0852
Subsequent related instruments:
ESC Opinion 52010PC0457
Link
Display the Official Journal containing the document"
166,rail_network,Luxembourg protocol to the convention on international interests in mobile equipment on matters specific to railway rolling stock,https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22009A1216(01),"Date of document:
23/02/2007; Date of signature
Date of effect:
01/01/1001; Entry into force See Art 23
Date of signature:
23/02/2007; Luxembourg
Date of end of validity:
No end date","EUROVOC descriptor:
guarantee
vehicle registration
rail network
vehicle
trans-European network
Subject matter:
External relations
Transport
Directory code:
07.40.50.00 Transport policy / Air transport / International relations
19.50.00.00 Area of freedom, security and justice / External relations","Treaty:
Treaty establishing the European Community
Legal basis:
12006E061 - PTC) ADOPTION
12006E300 - P2L1 ADOPTION
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amended by:
Relation
All
Adopted by
Corrected by
Act
All
22009A1216(01)R(01)
22009A1216(01)R(02)
32009D0940
Comment Subdivision concerned
Corrected by 22009A1216(01)R(01) (SK)
Corrected by 22009A1216(01)R(02) (ES)
Adopted by 32009D0940
Link
Display the Official Journal containing the document
Related document(s):
32009D0940 Related Council act"
167,rail_network,"2009/940/EC: Council Decision of 30 November 2009 on the signing by the European Community of the Protocol to the Convention on International Interests in Mobile Equipment on Matters Specific to Railway Rolling Stock, adopted in Luxembourg on 23 February 2007",https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009D0940,"Date of document:
30/11/2009
Date of effect:
30/11/2009; Entry into force Date of document
Date of end of validity:
No end date","EUROVOC descriptor:
guarantee
vehicle registration
rail network
vehicle
trans-European network
Subject matter:
External relations
Transport
Directory code:
07.40.50.00 Transport policy / Air transport / International relations
19.50.00.00 Area of freedom, security and justice / External relations","Treaty:
Treaty establishing the European Community
Legal basis:
12006E061 - PTC)
12006E300 - P2L1
Proposal:
22009A1216(01)
52009PC0094
Link
Select all documents based on this document
Link
Select all legislative procedures based on this document
Link
Select all documents mentioning this document
Amended by:
Relation
All
Corrected by
Act
All
32009D0940R(01)
Comment Subdivision concerned
Corrected by 32009D0940R(01) (SK)
All consolidated versions:
16/12/2009
Instruments cited:
32000R1346
32001R0044
32004R0881
32008L0057
32008R0593
Link
Display the Official Journal containing the document"
